,anli_r1,anli_r2,anli_r3,arc_easy,cola,drop,gpqa_diamond_cot_n_shot,gpqa_diamond_cot_zeroshot,gpqa_diamond_generative_n_shot,gpqa_diamond_n_shot,gpqa_diamond_zeroshot,gpqa_extended_cot_n_shot,gpqa_extended_cot_zeroshot,gpqa_extended_generative_n_shot,gpqa_extended_n_shot,gpqa_extended_zeroshot,gpqa_main_cot_n_shot,gpqa_main_cot_zeroshot,gpqa_main_generative_n_shot,gpqa_main_n_shot,gpqa_main_zeroshot,gsm8k,hellaswag,lambada_openai,logiqa2,mathqa,mmlu_formal_logic,mmlu_high_school_european_history,mmlu_high_school_us_history,mmlu_high_school_world_history,mmlu_international_law,mmlu_jurisprudence,mmlu_logical_fallacies,mmlu_moral_disputes,mmlu_moral_scenarios,mmlu_philosophy,mmlu_prehistory,mmlu_professional_law,mmlu_world_religions,mmlu_business_ethics,mmlu_clinical_knowledge,mmlu_college_medicine,mmlu_global_facts,mmlu_human_aging,mmlu_management,mmlu_marketing,mmlu_medical_genetics,mmlu_miscellaneous,mmlu_nutrition,mmlu_professional_accounting,mmlu_professional_medicine,mmlu_virology,mmlu_econometrics,mmlu_high_school_geography,mmlu_high_school_government_and_politics,mmlu_high_school_macroeconomics,mmlu_high_school_microeconomics,mmlu_high_school_psychology,mmlu_human_sexuality,mmlu_professional_psychology,mmlu_public_relations,mmlu_security_studies,mmlu_sociology,mmlu_us_foreign_policy,mmlu_abstract_algebra,mmlu_anatomy,mmlu_astronomy,mmlu_college_biology,mmlu_college_chemistry,mmlu_college_computer_science,mmlu_college_mathematics,mmlu_college_physics,mmlu_computer_security,mmlu_conceptual_physics,mmlu_electrical_engineering,mmlu_elementary_mathematics,mmlu_high_school_biology,mmlu_high_school_chemistry,mmlu_high_school_computer_science,mmlu_high_school_mathematics,mmlu_high_school_physics,mmlu_high_school_statistics,mmlu_machine_learning,mnli,mnli_mismatch,mrpc,openbookqa,piqa,qnli,qqp,rte,social_iqa,squadv2,sst2,toxigen,truthfulqa_gen,truthfulqa_mc1,truthfulqa_mc2,winogrande,wnli
ibm-granite/granite-3.1-8b-base,0.39,0.397,0.3933333333333333,0.8034511784511784,-0.0114382679935787,0.0465604026845637,0.005050505050505,0.005050505050505,0.0,0.2424242424242424,0.3232323232323232,0.0128205128205128,0.0146520146520146,0.0,0.2435897435897435,0.3076923076923077,0.0089285714285714,0.0044642857142857,0.0,0.2477678571428571,0.3191964285714285,0.5943896891584534,0.6144194383588927,0.7570347370463808,0.3206106870229007,0.3742043551088777,0.4206349206349206,0.7212121212121212,0.7647058823529411,0.7679324894514767,0.743801652892562,0.7592592592592593,0.7300613496932515,0.6965317919075145,0.2860335195530726,0.7009646302250804,0.6851851851851852,0.4654498044328553,0.7894736842105263,0.59,0.6792452830188679,0.6647398843930635,0.31,0.6860986547085202,0.8252427184466019,0.8461538461538461,0.69,0.8020434227330779,0.6699346405228758,0.4361702127659574,0.6397058823529411,0.5240963855421686,0.3947368421052631,0.7777777777777778,0.8549222797927462,0.6128205128205129,0.6890756302521008,0.8238532110091743,0.7480916030534351,0.6323529411764706,0.6545454545454545,0.7183673469387755,0.8109452736318408,0.86,0.3,0.5777777777777777,0.743421052631579,0.6736111111111112,0.47,0.52,0.41,0.3431372549019608,0.78,0.5404255319148936,0.5655172413793104,0.455026455026455,0.7612903225806451,0.5024630541871922,0.67,0.3962962962962963,0.3841059602649007,0.4953703703703703,0.5357142857142857,0.5530310748853795,0.5432262001627339,0.6936274509803921,0.332,0.8139281828073993,0.4956983342485813,0.6426168686618847,0.7653429602888087,0.503582395087001,35.03747999663101,0.9369266055045872,0.4393617021276595,0.4859241126070991,0.3659730722154223,0.5132230023226212,0.7434885556432518,0.6056338028169014
qwen/qwen2.5-7b-instruct,0.703,0.582,0.595,0.6881313131313131,0.3547136724204823,0.0,0.0,0.0,0.0,0.2929292929292929,0.2777777777777778,0.0,0.0,0.0,0.3406593406593406,0.3058608058608059,0.0,0.0,0.0,0.3169642857142857,0.2946428571428571,0.357846853677028,0.5701055566620196,0.0001940617116242,0.4077608142493639,0.3370184254606365,0.5634920634920635,0.8363636363636363,0.8627450980392157,0.8565400843881856,0.7933884297520661,0.7962962962962963,0.8159509202453987,0.7456647398843931,0.4670391061452514,0.729903536977492,0.8148148148148148,0.5084745762711864,0.847953216374269,0.78,0.7773584905660378,0.6878612716763006,0.31,0.7309417040358744,0.883495145631068,0.9145299145299144,0.83,0.8314176245210728,0.7712418300653595,0.5177304964539007,0.7720588235294118,0.5481927710843374,0.5877192982456141,0.8535353535353535,0.932642487046632,0.7615384615384615,0.8739495798319328,0.8770642201834863,0.7709923664122137,0.7434640522875817,0.7181818181818181,0.7428571428571429,0.900497512437811,0.82,0.45,0.7111111111111111,0.8355263157894737,0.8402777777777778,0.53,0.59,0.3,0.4117647058823529,0.75,0.7319148936170212,0.6689655172413793,0.4708994708994709,0.8451612903225807,0.5665024630541872,0.83,0.2259259259259259,0.4503311258278146,0.6064814814814815,0.5267857142857143,0.7350993377483444,0.7243694060211554,0.6985294117647058,0.338,0.7459194776931447,0.8348892549881017,0.8246599060103883,0.8158844765342961,0.4559877175025588,0.0,0.926605504587156,0.6851063829787234,0.4687882496940024,0.4785801713586291,0.6303093374431713,0.5982636148382005,0.8450704225352113
eleutherai/pythia-1b,0.333,0.325,0.345,0.5702861952861953,0.0,0.0008389261744966,0.0,0.005050505050505,0.005050505050505,0.2323232323232323,0.2727272727272727,0.0054945054945054,0.0201465201465201,0.0329670329670329,0.238095238095238,0.271062271062271,0.0089285714285714,0.0223214285714285,0.0267857142857142,0.2410714285714285,0.2455357142857142,0.0166793025018953,0.3778131846245768,0.5620027168639627,0.2258269720101781,0.2512562814070351,0.2539682539682539,0.2121212121212121,0.2549019607843137,0.240506329113924,0.2479338842975206,0.2962962962962963,0.2453987730061349,0.245664739884393,0.2379888268156424,0.1864951768488746,0.2160493827160493,0.2288135593220339,0.3216374269005848,0.3,0.2113207547169811,0.1965317919075144,0.19,0.3049327354260089,0.1941747572815534,0.2777777777777778,0.3,0.2362707535121328,0.2222222222222222,0.2553191489361702,0.2426470588235294,0.2650602409638554,0.2543859649122807,0.1767676767676767,0.1968911917098445,0.2076923076923077,0.2142857142857142,0.2110091743119266,0.2519083969465648,0.2467320261437908,0.2,0.1877551020408163,0.2338308457711442,0.29,0.24,0.1925925925925926,0.1776315789473684,0.2638888888888889,0.22,0.25,0.21,0.2156862745098039,0.26,0.2638297872340425,0.2344827586206896,0.2222222222222222,0.1935483870967742,0.1527093596059113,0.27,0.2,0.1854304635761589,0.2268518518518518,0.3392857142857143,0.3451859398879266,0.3496745321399512,0.6838235294117647,0.186,0.7078346028291621,0.4953322350356947,0.368216670789018,0.5306859205776173,0.3986693961105425,3.3184536342963025,0.4908256880733945,0.4180851063829787,0.3463892288861689,0.2362301101591187,0.4047469679935026,0.5343330702446725,0.4366197183098591
meta-llama/llama-2-7b-hf,0.366,0.373,0.3741666666666666,0.7626262626262627,-0.0233130204039611,0.0072357382550335,0.0,0.0101010101010101,0.0,0.2525252525252525,0.2676767676767677,0.0018315018315018,0.0054945054945054,0.0,0.2142857142857142,0.2875457875457875,0.0066964285714285,0.0044642857142857,0.0,0.2455357142857142,0.2566964285714285,0.136467020470053,0.571400119498108,0.7389869978653212,0.2525445292620865,0.2817420435510888,0.3095238095238095,0.6,0.5490196078431373,0.5949367088607594,0.5867768595041323,0.5277777777777778,0.50920245398773,0.407514450867052,0.2391061452513966,0.5112540192926045,0.4475308641975308,0.3363754889178618,0.5672514619883041,0.45,0.4339622641509434,0.4277456647398844,0.25,0.452914798206278,0.4563106796116505,0.6111111111111112,0.48,0.5530012771392082,0.4803921568627451,0.3546099290780142,0.4301470588235294,0.4337349397590361,0.2807017543859649,0.4444444444444444,0.533678756476684,0.3794871794871794,0.3571428571428571,0.5559633027522936,0.5725190839694656,0.4248366013071895,0.4181818181818181,0.4816326530612245,0.6517412935323383,0.67,0.25,0.4222222222222222,0.4210526315789473,0.4513888888888889,0.32,0.37,0.32,0.2745098039215686,0.49,0.3829787234042553,0.3931034482758621,0.2433862433862433,0.4709677419354838,0.3152709359605911,0.32,0.2518518518518518,0.2450331125827814,0.3101851851851852,0.3928571428571428,0.4218033622007132,0.4367371847030106,0.6911764705882353,0.314,0.780739934711643,0.4991762767710049,0.3737818451644818,0.628158844765343,0.4611054247697032,18.613661248210224,0.4942660550458715,0.4287234042553191,0.3427172582619339,0.2521419828641371,0.389654836151828,0.691397000789266,0.4507042253521127
deepseek-ai/deepseek-coder-6.7b-instruct,0.35,0.343,0.3375,0.5244107744107744,0.0648167693863801,0.0,0.0,0.0,0.0,0.2676767676767677,0.3232323232323232,0.0,0.0,0.0,0.2454212454212454,0.2545787545787545,0.0,0.0,0.0,0.2410714285714285,0.2723214285714285,0.0204700530705079,0.4001194981079466,0.0,0.2410941475826972,0.2649916247906198,0.2539682539682539,0.3090909090909091,0.2745098039215686,0.2784810126582278,0.4132231404958678,0.2685185185185185,0.3619631901840491,0.3034682080924855,0.2681564245810056,0.3344051446945337,0.3395061728395062,0.2764015645371577,0.2865497076023391,0.34,0.3622641509433962,0.3236994219653179,0.31,0.2825112107623318,0.4271844660194174,0.5555555555555556,0.37,0.4099616858237548,0.3758169934640523,0.2872340425531915,0.4191176470588235,0.3674698795180723,0.2456140350877192,0.3888888888888889,0.3471502590673575,0.2923076923076923,0.315126050420168,0.3798165137614679,0.4198473282442748,0.3006535947712418,0.4,0.4163265306122449,0.3930348258706467,0.42,0.3,0.3555555555555555,0.3026315789473684,0.2847222222222222,0.31,0.36,0.25,0.2156862745098039,0.5,0.3617021276595745,0.3862068965517241,0.2751322751322751,0.3419354838709677,0.334975369458128,0.46,0.2037037037037037,0.2781456953642384,0.2592592592592592,0.3303571428571428,0.3611818644931228,0.3612693246541903,0.3161764705882353,0.226,0.6936887921653971,0.4973457807065715,0.6299035369774919,0.4765342960288808,0.3991811668372569,1.1286111345068643,0.698394495412844,0.4319148936170213,0.5177478580171359,0.3035495716034271,0.464487470711834,0.5540647198105761,0.5774647887323944
ibm-granite/granite-3.1-2b-base,0.357,0.352,0.3908333333333333,0.7685185185185185,0.0020830787503762,0.03125,0.0151515151515151,0.0151515151515151,0.0,0.2373737373737373,0.2828282828282828,0.0091575091575091,0.0146520146520146,0.0,0.2728937728937728,0.3113553113553113,0.0089285714285714,0.0133928571428571,0.0,0.3080357142857143,0.2611607142857143,0.4746019711902957,0.5678151762597092,0.7116242965262953,0.2697201017811705,0.3209380234505862,0.3095238095238095,0.6606060606060606,0.6225490196078431,0.6582278481012658,0.6115702479338843,0.5740740740740741,0.6380368098159509,0.5491329479768786,0.2659217877094972,0.5627009646302251,0.5401234567901234,0.4230769230769231,0.7192982456140351,0.52,0.5735849056603773,0.5549132947976878,0.33,0.57847533632287,0.6310679611650486,0.7521367521367521,0.6,0.669220945083014,0.5751633986928104,0.3829787234042553,0.4852941176470588,0.4457831325301205,0.3421052631578947,0.6212121212121212,0.6787564766839378,0.5102564102564102,0.4957983193277311,0.6972477064220184,0.6106870229007634,0.4950980392156863,0.5545454545454546,0.5551020408163265,0.6517412935323383,0.79,0.33,0.5037037037037037,0.4868421052631579,0.5625,0.39,0.45,0.36,0.3137254901960784,0.64,0.4680851063829787,0.4689655172413793,0.3386243386243386,0.567741935483871,0.3694581280788177,0.53,0.3222222222222222,0.3245033112582781,0.3657407407407407,0.4107142857142857,0.3714722363728986,0.3778478437754272,0.6813725490196079,0.324,0.7883569096844396,0.5491488193300385,0.4191936680682661,0.6859205776173285,0.5455475946775844,21.662595805609367,0.8944954128440367,0.4244680851063829,0.3365973072215422,0.2607099143206854,0.3902507382614455,0.7182320441988951,0.5492957746478874
meta-llama/llama-2-13b-hf,0.375,0.391,0.3841666666666666,0.7941919191919192,0.0217533133903065,0.0032508389261744,0.0151515151515151,0.0,0.0,0.2424242424242424,0.2777777777777778,0.0164835164835164,0.0,0.0,0.2600732600732601,0.2967032967032967,0.0178571428571428,0.0066964285714285,0.0,0.2321428571428571,0.3058035714285714,0.2304776345716452,0.6005775741884087,0.767708131185717,0.2958015267175573,0.3219430485762144,0.2857142857142857,0.6181818181818182,0.6715686274509803,0.7088607594936709,0.71900826446281,0.6388888888888888,0.6257668711656442,0.5289017341040463,0.2469273743016759,0.6430868167202572,0.6080246913580247,0.4061277705345502,0.7602339181286549,0.51,0.5886792452830188,0.4971098265895953,0.33,0.5650224215246636,0.7378640776699029,0.7564102564102564,0.55,0.722860791826309,0.6209150326797386,0.4042553191489361,0.5294117647058824,0.4337349397590361,0.2280701754385964,0.6868686868686869,0.7564766839378239,0.4948717948717949,0.5378151260504201,0.708256880733945,0.6641221374045801,0.5294117647058824,0.6090909090909091,0.6448979591836734,0.7512437810945274,0.81,0.27,0.4814814814814814,0.5723684210526315,0.5208333333333334,0.44,0.36,0.33,0.2450980392156862,0.65,0.4042553191489361,0.5172413793103449,0.3148148148148148,0.6516129032258065,0.4679802955665024,0.53,0.2555555555555555,0.3112582781456953,0.4305555555555556,0.2589285714285714,0.4319918492103922,0.46033360455655,0.6862745098039216,0.352,0.7910772578890098,0.4953322350356947,0.4904773682908731,0.6534296028880866,0.4738996929375639,21.890002526741345,0.8784403669724771,0.4308510638297872,0.3023255813953488,0.2607099143206854,0.3690728920288612,0.7221783741120757,0.5774647887323944
google/gemma-7b,0.367,0.362,0.3808333333333333,0.8131313131313131,0.0058827269868466,0.0015729865771812,0.0151515151515151,0.005050505050505,0.0,0.2727272727272727,0.2929292929292929,0.0274725274725274,0.0054945054945054,0.0,0.2326007326007326,0.3241758241758242,0.0200892857142857,0.0044642857142857,0.0,0.2388392857142857,0.2901785714285714,0.5041698256254739,0.6056562437761402,0.6774694352804191,0.3454198473282442,0.3963149078726968,0.4365079365079365,0.7696969696969697,0.7843137254901961,0.8185654008438819,0.8016528925619835,0.6944444444444444,0.7361963190184049,0.6763005780346821,0.2558659217877095,0.7234726688102894,0.7222222222222222,0.470013037809648,0.8421052631578947,0.64,0.7018867924528301,0.6069364161849711,0.39,0.6771300448430493,0.8543689320388349,0.8675213675213675,0.71,0.8263090676883781,0.7026143790849673,0.4858156028368794,0.6029411764705882,0.5180722891566265,0.4824561403508772,0.797979797979798,0.8393782383419689,0.6282051282051282,0.6134453781512605,0.8055045871559633,0.7709923664122137,0.6633986928104575,0.6545454545454545,0.7306122448979592,0.7960199004975125,0.89,0.28,0.562962962962963,0.7302631578947368,0.7430555555555556,0.43,0.54,0.41,0.284313725490196,0.7,0.5787234042553191,0.5379310344827586,0.4470899470899471,0.7741935483870968,0.5566502463054187,0.69,0.3222222222222222,0.3841059602649007,0.5509259259259259,0.5267857142857143,0.3875700458481915,0.3790683482506102,0.7107843137254902,0.324,0.794885745375408,0.5063152114222954,0.5808310660400693,0.6498194945848376,0.491811668372569,24.04615514191864,0.5791284403669725,0.426595744680851,0.4430844553243574,0.3108935128518972,0.4492689341663398,0.7324388318863457,0.676056338028169
maritaca-ai/sabia-7b,0.328,0.358,0.3658333333333333,0.7432659932659933,-0.0019616950048754,0.002726510067114,0.0,0.0,0.0,0.2828282828282828,0.2373737373737373,0.0,0.0018315018315018,0.0,0.2893772893772894,0.2673992673992674,0.0,0.0,0.0,0.2589285714285714,0.2299107142857142,0.0856709628506444,0.5577574188408684,0.7085193091403066,0.2779898218829516,0.2773869346733668,0.3095238095238095,0.5878787878787879,0.5686274509803921,0.6160337552742616,0.628099173553719,0.5462962962962963,0.4417177914110429,0.4421965317919075,0.2502793296089385,0.4887459807073955,0.4629629629629629,0.3774445893089961,0.5614035087719298,0.46,0.430188679245283,0.3930635838150289,0.28,0.5201793721973094,0.3980582524271844,0.6239316239316239,0.4,0.5351213282247765,0.4248366013071895,0.3404255319148936,0.3566176470588235,0.2831325301204819,0.1929824561403508,0.3939393939393939,0.5699481865284974,0.3974358974358974,0.3991596638655462,0.5155963302752293,0.4732824427480916,0.4133986928104575,0.4727272727272727,0.3591836734693877,0.5174129353233831,0.59,0.41,0.3703703703703703,0.3684210526315789,0.3680555555555556,0.28,0.37,0.3,0.2549019607843137,0.5,0.3829787234042553,0.2689655172413793,0.2804232804232804,0.432258064516129,0.3201970443349753,0.4,0.2296296296296296,0.2516556291390728,0.2592592592592592,0.3839285714285714,0.4367804381049414,0.4470097640358014,0.6838235294117647,0.296,0.7704026115342764,0.5052169137836353,0.4185505812515459,0.6642599277978339,0.4447287615148413,19.71700496925798,0.6536697247706422,0.4393617021276595,0.2766217870257038,0.2129742962056303,0.3353884435007486,0.6906077348066298,0.4647887323943662
meta-llama/llama-3.2-1b,0.343,0.331,0.34,0.6557239057239057,0.0071694283107896,0.0099622483221476,0.0151515151515151,0.0,0.0,0.207070707070707,0.2323232323232323,0.0054945054945054,0.0054945054945054,0.0,0.2509157509157509,0.2417582417582417,0.0133928571428571,0.0133928571428571,0.0,0.234375,0.2276785714285714,0.0644427596664139,0.4767974507070304,0.6200271686396274,0.2423664122137404,0.2931323283082077,0.2619047619047619,0.4969696969696969,0.446078431372549,0.4556962025316455,0.5537190082644629,0.4722222222222222,0.3251533742331288,0.3786127167630058,0.2379888268156424,0.4212218649517685,0.4382716049382716,0.2953063885267275,0.5029239766081871,0.33,0.3622641509433962,0.3179190751445087,0.31,0.4304932735426009,0.4368932038834951,0.5085470085470085,0.46,0.4763729246487867,0.4477124183006536,0.2943262411347517,0.3860294117647059,0.3915662650602409,0.2105263157894736,0.5,0.4455958549222797,0.3205128205128205,0.3025210084033613,0.4403669724770642,0.4809160305343511,0.3464052287581699,0.3636363636363636,0.3795918367346939,0.5572139303482587,0.56,0.25,0.5037037037037037,0.4013157894736842,0.3680555555555556,0.31,0.37,0.29,0.2352941176470588,0.53,0.3446808510638298,0.4137931034482758,0.238095238095238,0.3838709677419354,0.2660098522167488,0.32,0.2148148148148148,0.2317880794701986,0.2592592592592592,0.3660714285714285,0.3587366276107998,0.3549633848657445,0.4950980392156863,0.26,0.7431991294885746,0.5204100311184331,0.5190947316349246,0.5523465703971119,0.4283520982599795,10.258569864398217,0.6708715596330275,0.4808510638297872,0.2105263157894736,0.2325581395348837,0.3760892724838411,0.6132596685082873,0.4647887323943662
eleutherai/pythia-31m,0.347,0.336,0.3258333333333333,0.343013468013468,-0.0174694381280795,0.0,0.0,0.0,0.0,0.2575757575757575,0.2878787878787879,0.0,0.0,0.0,0.2289377289377289,0.2802197802197802,0.0,0.0,0.0,0.2589285714285714,0.2566964285714285,0.001516300227445,0.2618004381597291,0.1241994954395497,0.2099236641221374,0.1973199329983249,0.2619047619047619,0.2121212121212121,0.25,0.270042194092827,0.2396694214876033,0.2592592592592592,0.2208588957055214,0.2485549132947976,0.235754189944134,0.1864951768488746,0.2191358024691358,0.2457627118644068,0.3216374269005848,0.3,0.2113207547169811,0.1965317919075144,0.17,0.3139013452914798,0.174757281553398,0.2905982905982906,0.33,0.2375478927203065,0.2254901960784313,0.2375886524822695,0.1948529411764706,0.2831325301204819,0.2368421052631578,0.1767676767676767,0.1968911917098445,0.2076923076923077,0.2100840336134453,0.1926605504587156,0.2595419847328244,0.2483660130718954,0.2181818181818181,0.1877551020408163,0.2437810945273631,0.28,0.21,0.1851851851851851,0.1776315789473684,0.25,0.19,0.25,0.23,0.2254901960784313,0.29,0.2638297872340425,0.2344827586206896,0.2195767195767195,0.1870967741935484,0.1921182266009852,0.26,0.2296296296296296,0.2119205298013245,0.1527777777777778,0.3214285714285714,0.3447784004075395,0.3485557363710334,0.5906862745098039,0.15,0.573449401523395,0.4946000366099213,0.3708879544892406,0.5306859205776173,0.3367451381780962,34.74269350627474,0.4908256880733945,0.5478723404255319,0.5703794369645043,0.2643818849449204,0.4881382930973312,0.4719810576164167,0.4647887323943662
eleutherai/pythia-6.9b,0.333,0.326,0.3391666666666666,0.6725589225589226,0.0180924145844115,0.0011535234899328,0.0151515151515151,0.0,0.0202020202020202,0.2828282828282828,0.2474747474747475,0.0238095238095238,0.0091575091575091,0.0201465201465201,0.2802197802197802,0.2765567765567766,0.03125,0.0178571428571428,0.0334821428571428,0.25,0.2455357142857142,0.0174374526156178,0.4798844851623182,0.6710653987968174,0.2162849872773536,0.2586264656616415,0.246031746031746,0.2363636363636363,0.2745098039215686,0.2447257383966244,0.3388429752066115,0.2407407407407407,0.2883435582822086,0.2543352601156069,0.2458100558659217,0.3215434083601286,0.2777777777777778,0.2477183833116036,0.3040935672514619,0.23,0.2075471698113207,0.2427745664739884,0.33,0.2062780269058296,0.2524271844660194,0.2649572649572649,0.23,0.2630906768837803,0.2483660130718954,0.2411347517730496,0.213235294117647,0.2409638554216867,0.2631578947368421,0.2575757575757575,0.2694300518134715,0.2435897435897435,0.2142857142857142,0.236697247706422,0.2442748091603053,0.2598039215686274,0.2272727272727272,0.1959183673469387,0.2587064676616915,0.23,0.31,0.3481481481481481,0.3223684210526316,0.2708333333333333,0.18,0.28,0.26,0.2352941176470588,0.24,0.2,0.3241379310344827,0.2619047619047619,0.2419354838709677,0.2906403940886699,0.3,0.2629629629629629,0.271523178807947,0.2824074074074074,0.2232142857142857,0.3748344370860927,0.3746948738812042,0.678921568627451,0.254,0.7551686615886833,0.5185795350539997,0.5888201830324017,0.5956678700361011,0.420675537359263,9.913248547123723,0.6284403669724771,0.4638297872340425,0.2802937576499388,0.219094247246022,0.3526291989134793,0.6077348066298343,0.380281690140845
eleutherai/pythia-12b,0.306,0.348,0.3525,0.7037037037037037,-0.0017948744560837,0.0030411073825503,0.0353535353535353,0.0101010101010101,0.0252525252525252,0.2373737373737373,0.2373737373737373,0.0384615384615384,0.0091575091575091,0.0146520146520146,0.2362637362637362,0.2435897435897435,0.0357142857142857,0.0133928571428571,0.015625,0.2700892857142857,0.2366071428571428,0.0197119029567854,0.5046803425612428,0.7044440131961964,0.2232824427480916,0.2582914572864321,0.2777777777777778,0.2121212121212121,0.2352941176470588,0.2658227848101265,0.2727272727272727,0.2962962962962963,0.3190184049079754,0.2716763005780346,0.2368715083798882,0.202572347266881,0.2191358024691358,0.2522816166883963,0.3508771929824561,0.28,0.2037735849056604,0.1907514450867052,0.21,0.3094170403587444,0.2135922330097087,0.2692307692307692,0.29,0.2554278416347382,0.2418300653594771,0.2234042553191489,0.1691176470588235,0.2831325301204819,0.2280701754385964,0.2323232323232323,0.2072538860103626,0.2333333333333333,0.2436974789915966,0.2220183486238532,0.2442748091603053,0.2630718954248366,0.2,0.1632653061224489,0.2238805970149253,0.27,0.2,0.2222222222222222,0.2302631578947368,0.2291666666666666,0.22,0.22,0.26,0.2156862745098039,0.27,0.2808510638297872,0.2068965517241379,0.2619047619047619,0.2225806451612903,0.2068965517241379,0.23,0.2296296296296296,0.2119205298013245,0.2175925925925926,0.3214285714285714,0.3744268976057056,0.3798820179007323,0.4166666666666667,0.262,0.7616974972796517,0.5151015925315761,0.409967845659164,0.5667870036101083,0.4283520982599795,9.9300934894298,0.6204128440366973,0.4234042553191489,0.2778457772337821,0.2068543451652386,0.3175564753073001,0.6361483820047356,0.5211267605633803
sail/sailor-7b-chat,0.461,0.431,0.4716666666666667,0.6797138047138047,0.1823343457403388,0.0,0.0,0.0,0.005050505050505,0.2575757575757575,0.2626262626262626,0.0,0.0,0.0018315018315018,0.2838827838827839,0.2637362637362637,0.0,0.0,0.0,0.2857142857142857,0.2477678571428571,0.2911296436694465,0.536247759410476,0.0001940617116242,0.3581424936386768,0.297822445561139,0.3968253968253968,0.6909090909090909,0.7352941176470589,0.7383966244725738,0.71900826446281,0.6574074074074074,0.6687116564417178,0.5982658959537572,0.2793296089385474,0.6270096463022508,0.6111111111111112,0.4146023468057366,0.7076023391812866,0.64,0.6264150943396226,0.4913294797687861,0.37,0.6233183856502242,0.6893203883495146,0.7948717948717948,0.64,0.7598978288633461,0.6437908496732027,0.4397163120567376,0.5625,0.4698795180722891,0.3859649122807017,0.6868686868686869,0.7409326424870466,0.5487179487179488,0.5798319327731093,0.763302752293578,0.6335877862595419,0.5294117647058824,0.6181818181818182,0.6693877551020408,0.7910447761194029,0.78,0.32,0.5259259259259259,0.5526315789473685,0.5972222222222222,0.43,0.49,0.35,0.3039215686274509,0.71,0.451063829787234,0.5241379310344828,0.3783068783068783,0.6483870967741936,0.4778325123152709,0.65,0.2962962962962963,0.304635761589404,0.4259259259259259,0.4732142857142857,0.5616912888436068,0.5545158665581774,0.7401960784313726,0.348,0.7780195865070729,0.7451949478308622,0.8021518674251793,0.7111913357400722,0.4795291709314227,0.0084224711530363,0.9254587155963304,0.7893617021276595,0.4430844553243574,0.3439412484700122,0.4965531359271016,0.6708760852407262,0.5070422535211268
deepseek-ai/deepseek-r1-distill-llama-8b,0.415,0.402,0.3775,0.5656565656565656,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0.2545787545787545,0.2783882783882784,0.0,0.0,0.0,0.2075892857142857,0.2544642857142857,0.0,0.5051782513443537,0.0,0.2270992366412213,0.2358458961474036,0.2539682539682539,0.2727272727272727,0.284313725490196,0.2784810126582278,0.2396694214876033,0.2592592592592592,0.2208588957055214,0.2341040462427745,0.2301675977653631,0.1929260450160771,0.2901234567901234,0.2431551499348109,0.2573099415204678,0.35,0.3169811320754717,0.3005780346820809,0.18,0.2645739910313901,0.2815533980582524,0.2564102564102564,0.26,0.2796934865900383,0.2647058823529412,0.2446808510638297,0.2279411764705882,0.3012048192771084,0.2543859649122807,0.2525252525252525,0.2849740932642487,0.2641025641025641,0.2605042016806723,0.3229357798165138,0.3206106870229007,0.2450980392156862,0.3909090909090909,0.2244897959183673,0.2686567164179104,0.25,0.21,0.2888888888888888,0.3092105263157895,0.2638888888888889,0.32,0.26,0.23,0.2058823529411764,0.27,0.3063829787234042,0.2344827586206896,0.2222222222222222,0.3225806451612903,0.2660098522167488,0.27,0.2111111111111111,0.2317880794701986,0.162037037037037,0.3214285714285714,0.3826795720835456,0.3947314890154597,0.6838235294117647,0.23,0.7578890097932536,0.4946000366099213,0.3720257234726688,0.7184115523465704,0.4216990788126919,0.0,0.6112385321100917,0.4319148936170213,0.412484700122399,0.3329253365973072,0.5047604370363433,0.6361483820047356,0.5352112676056338
sail/sailor-7b,0.372,0.376,0.3983333333333333,0.7386363636363636,-0.0171767175564979,0.0181417785234899,0.0,0.0,0.0,0.2373737373737373,0.2474747474747475,0.0,0.0,0.0,0.2783882783882784,0.2802197802197802,0.0022321428571428,0.0,0.0,0.2321428571428571,0.2299107142857142,0.3464746019711903,0.5485958972316272,0.6972637298660974,0.2862595419847328,0.3142378559463986,0.3492063492063492,0.6121212121212121,0.6568627450980392,0.6455696202531646,0.6611570247933884,0.5555555555555556,0.6257668711656442,0.5317919075144508,0.235754189944134,0.5755627009646302,0.5833333333333334,0.3598435462842242,0.6783625730994152,0.53,0.569811320754717,0.5028901734104047,0.38,0.5964125560538116,0.6504854368932039,0.8076923076923077,0.67,0.6998722860791826,0.6078431372549019,0.3936170212765957,0.5992647058823529,0.4698795180722891,0.3070175438596491,0.6565656565656566,0.7823834196891192,0.4461538461538462,0.4873949579831932,0.7027522935779816,0.6259541984732825,0.4950980392156863,0.6454545454545455,0.6244897959183674,0.7960199004975125,0.73,0.27,0.4740740740740741,0.5592105263157895,0.5833333333333334,0.43,0.42,0.42,0.284313725490196,0.7,0.4893617021276595,0.4413793103448276,0.365079365079365,0.6612903225806451,0.4285714285714285,0.56,0.3,0.3509933774834437,0.4166666666666667,0.4196428571428571,0.4636780438104941,0.4616558177379983,0.6838235294117647,0.32,0.7752992383025027,0.5229727256086399,0.3729408854810784,0.6714801444043321,0.4723643807574206,19.700160026951902,0.8509174311926605,0.4244680851063829,0.4541003671970624,0.2631578947368421,0.4006277354624253,0.6850828729281768,0.5633802816901409
